0, HousePrice-10, COVID-7, mem, 0.0, False
0, HousePrice-10, HousePrice-2, tru, -0.03024193499999983, False
0, GlobalWarming-10, GlobalWarming-9, aes, 0.030252099999999338, False
0, HousePrice-8, COVID-1, cft, -0.03095238100000053, False
0, HousePrice-7, COVID-7, itt, -0.03125, False
0, COVID-12, COVID-6, emp, -0.031372549000000305, False
0, COVID-12, HousePrice-1, int, 0.031746032000000035, False
0, COVID-12, HousePrice-3, int, 0.031746032000000035, False
0, GlobalWarming-11, GlobalWarming-4, emp, -0.03225806399999964, False
0, HousePrice-6, COVID-2, tru, -0.03277310999999994, False
0, HousePrice-5, GlobalWarming-5, itt, -0.032828282999999736, False
0, COVID-12, GlobalWarming-1, cft, 0.03376623400000067, False
0, HousePrice-11, GlobalWarming-10, emp, -0.03386809299999971, False
0, COVID-11, HousePrice-1, cft, 0.03412698499999944, False
0, HousePrice-8, HousePrice-7, tru, 0.03463203499999956, False
0, COVID-6, GlobalWarming-5, tru, -0.03519061599999951, False
0, COVID-9, GlobalWarming-3, cft, 0.03529411799999993, False
0, GlobalWarming-8, GlobalWarming-1, cft, 0.03535353500000049, False
0, HousePrice-12, GlobalWarming-1, cft, 0.03535353500000049, False
0, GlobalWarming-4, GlobalWarming-1, int, 0.03571428600000015, False
0, GlobalWarming-10, GlobalWarming-1, int, 0.03571428600000015, False
0, GlobalWarming-12, GlobalWarming-10, emp, 0.035984848000000014, False
0, HousePrice-4, GlobalWarming-3, itt, -0.03605313100000007, False
0, HousePrice-7, COVID-2, aes, -0.03730158699999997, False
0, HousePrice-10, HousePrice-9, int, 0.03968253999999938, False
0, COVID-12, HousePrice-7, tru, 0.03968253999999938, False
0, HousePrice-8, GlobalWarming-7, aes, -0.03968253999999938, False
0, HousePrice-12, COVID-7, aes, -0.04047618999999969, False
0, GlobalWarming-3, HousePrice-2, cft, -0.04084967399999995, False
0, HousePrice-12, COVID-5, emp, -0.040998218000000364, False
0, GlobalWarming-11, COVID-5, itt, 0.041745730999999786, False
0, COVID-10, COVID-7, aes, 0.042857142999999986, False
0, GlobalWarming-12, HousePrice-7, itt, -0.042857142999999986, False
0, GlobalWarming-10, GlobalWarming-7, cft, -0.042857142999999986, False
0, GlobalWarming-8, GlobalWarming-5, itt, 0.0441558440000005, False
0, GlobalWarming-9, COVID-3, tru, 0.04453781499999998, False
0, GlobalWarming-9, HousePrice-3, tru, 0.04453781499999998, False
0, COVID-10, HousePrice-7, itt, -0.045454545000000124, False
0, HousePrice-9, COVID-8, int, 0.046031746000000595, False
0, HousePrice-8, COVID-2, aes, 0.046031746000000595, False
0, HousePrice-12, HousePrice-7, tru, 0.04621848800000006, False
0, GlobalWarming-6, COVID-2, itt, 0.04640151500000034, False
0, GlobalWarming-8, HousePrice-1, itt, -0.04675324699999983, False
0, GlobalWarming-9, HousePrice-8, tru, -0.04723707700000013, False
0, GlobalWarming-11, GlobalWarming-1, emp, 0.047438330000000306, False
0, HousePrice-12, GlobalWarming-1, int, -0.047619046999999526, False
0, GlobalWarming-6, COVID-6, emp, 0.047794117999999663, False
0, HousePrice-11, GlobalWarming-4, itt, -0.047794117999999663, False
0, COVID-9, GlobalWarming-1, tru, 0.04901960800000005, False
0, HousePrice-5, COVID-2, int, 0.049206349000000316, False
0, HousePrice-7, COVID-7, int, -0.049206349000000316, False
0, GlobalWarming-6, COVID-6, tru, 0.04939516099999963, False
0, COVID-8, HousePrice-1, emp, -0.049579832000000046, False
0, GlobalWarming-3, HousePrice-2, itt, -0.05218216300000034, False
0, COVID-12, GlobalWarming-9, tru, 0.052287581999999944, False
0, COVID-11, GlobalWarming-10, aes, 0.052287581999999944, False
0, HousePrice-8, GlobalWarming-6, mem, 0.052380952999999675, False
0, GlobalWarming-3, COVID-1, int, -0.05303030299999989, False
0, COVID-9, COVID-3, emp, -0.05342741900000014, False
0, GlobalWarming-11, HousePrice-5, cft, -0.05392156799999981, False
0, GlobalWarming-12, COVID-5, mem, 0.05396825399999994, False
0, COVID-12, COVID-2, cft, 0.05396825399999994, False
0, COVID-12, GlobalWarming-2, int, 0.05462184899999922, False
0, GlobalWarming-11, COVID-9, tru, -0.05476673399999932, False
0, GlobalWarming-11, HousePrice-1, mem, 0.05555555499999976, False
0, HousePrice-12, COVID-10, mem, 0.05555555499999976, False
0, HousePrice-9, GlobalWarming-9, int, -0.05555555499999976, False
0, COVID-10, HousePrice-9, int, 0.05555555499999976, False
0, HousePrice-12, HousePrice-7, int, -0.05555555499999976, False
0, HousePrice-5, GlobalWarming-2, aes, -0.05555555499999976, False
0, HousePrice-10, HousePrice-5, aes, 0.05555555499999976, False
0, COVID-12, HousePrice-3, aes, -0.05555555499999976, False
0, GlobalWarming-8, COVID-2, cft, 0.05555555499999976, False
0, HousePrice-12, COVID-2, cft, 0.05555555499999976, False
0, HousePrice-8, HousePrice-3, mem, -0.0555555550000002, False
0, COVID-9, COVID-3, mem, 0.0555555550000002, False
0, COVID-11, HousePrice-8, mem, -0.05555555599999984, False
0, HousePrice-5, COVID-3, int, 0.05555555599999984, False
0, HousePrice-6, GlobalWarming-4, int, -0.05555555599999984, False
0, GlobalWarming-10, HousePrice-6, int, 0.05555555599999984, False
0, HousePrice-5, COVID-1, itt, -0.05555555599999984, False
0, GlobalWarming-7, HousePrice-6, cft, 0.05555555599999984, False
0, COVID-11, COVID-3, cft, 0.05555555599999984, False
0, HousePrice-5, COVID-5, mem, -0.05555555600000073, False
0, HousePrice-11, COVID-5, int, -0.05555555600000073, False
0, HousePrice-5, GlobalWarming-5, aes, 0.05555555600000073, False
0, GlobalWarming-8, COVID-4, aes, 0.05555555600000073, False
0, GlobalWarming-8, GlobalWarming-4, aes, 0.05555555600000073, False
0, GlobalWarming-12, HousePrice-5, aes, -0.05555555600000073, False
0, COVID-11, GlobalWarming-2, tru, 0.055718474999999934, False
0, HousePrice-10, HousePrice-6, itt, -0.056302521000000105, False
0, COVID-8, COVID-2, itt, -0.05698529400000041, False
0, HousePrice-8, HousePrice-6, itt, -0.05714285699999966, False
0, COVID-7, GlobalWarming-1, int, 0.057142857000000546, False
0, HousePrice-7, COVID-3, tru, 0.057142857000000546, False
0, HousePrice-7, HousePrice-3, tru, 0.057142857000000546, False
0, COVID-12, HousePrice-8, cft, 0.057142857000000546, False
0, GlobalWarming-10, COVID-2, emp, 0.057765151999999986, False
0, HousePrice-8, GlobalWarming-8, cft, -0.058730158000000365, False
0, HousePrice-12, HousePrice-8, cft, 0.058730158000000365, False
0, GlobalWarming-10, HousePrice-6, tru, -0.05882352899999965, False
0, HousePrice-12, HousePrice-11, tru, -0.05882352899999965, False
0, GlobalWarming-10, HousePrice-7, itt, -0.05882352899999965, False
0, COVID-10, HousePrice-1, emp, 0.05882352900000054, False
0, HousePrice-11, GlobalWarming-7, itt, 0.05882352900000054, False
0, HousePrice-12, GlobalWarming-9, tru, 0.05882353000000062, False
0, COVID-3, GlobalWarming-2, itt, -0.06060606000000046, False
0, HousePrice-1, GlobalWarming-1, itt, -0.060606060999999656, False
0, COVID-12, GlobalWarming-6, itt, 0.060606060999999656, False
0, HousePrice-9, COVID-3, aes, -0.061111110999999774, False
0, HousePrice-11, COVID-7, int, 0.06190476199999928, False
0, HousePrice-9, COVID-2, tru, -0.062184873999999724, False
0, GlobalWarming-12, COVID-7, emp, -0.0625, False
0, HousePrice-7, COVID-5, cft, -0.06349206400000007, False
0, COVID-9, HousePrice-4, tru, 0.0641711229999995, False
0, HousePrice-9, COVID-3, cft, -0.06428571400000038, False
0, HousePrice-8, HousePrice-7, emp, 0.06451612899999937, False
0, GlobalWarming-11, HousePrice-9, emp, 0.06451612900000026, False
0, COVID-8, HousePrice-5, int, 0.06507936499999989, False
0, COVID-8, COVID-2, aes, -0.06507936499999989, False
0, COVID-12, HousePrice-11, tru, -0.06535947700000033, False
0, HousePrice-8, GlobalWarming-8, emp, 0.0654936459999993, False
0, GlobalWarming-7, GlobalWarming-4, emp, 0.06736242900000011, False
0, HousePrice-1, COVID-1, itt, 0.06818181800000023, False
0, HousePrice-8, COVID-7, aes, -0.06825396799999961, False
0, HousePrice-6, HousePrice-1, emp, -0.06862745099999934, False
0, COVID-6, HousePrice-3, aes, 0.06984126999999951, False
0, GlobalWarming-12, HousePrice-11, emp, 0.06985294099999972, False
0, GlobalWarming-9, GlobalWarming-6, emp, -0.07007575799999977, False
0, HousePrice-11, HousePrice-8, tru, 0.07040998200000015, False
0, HousePrice-9, HousePrice-1, emp, 0.07115749500000046, False
0, COVID-10, GlobalWarming-7, aes, 0.07142857100000022, False
0, HousePrice-12, HousePrice-7, itt, -0.07142857100000022, False
0, COVID-12, GlobalWarming-2, emp, 0.0720430099999998, False
0, COVID-4, COVID-1, mem, -0.07301587300000012, False
0, HousePrice-9, GlobalWarming-6, itt, 0.07308377900000007, False
0, COVID-11, COVID-3, emp, -0.07331378300000013, False
0, HousePrice-12, COVID-2, aes, 0.07380952400000051, False
0, GlobalWarming-12, COVID-7, itt, -0.07410714299999999, False
0, COVID-10, COVID-7, itt, -0.07670454500000012, False
0, GlobalWarming-11, COVID-10, emp, 0.07685009500000017, False
0, COVID-7, HousePrice-6, int, 0.07698412700000024, False
0, GlobalWarming-8, HousePrice-5, itt, 0.07698412700000024, False
0, COVID-12, HousePrice-10, emp, 0.07708333300000003, False
0, COVID-8, GlobalWarming-1, aes, 0.07777777799999974, False
0, COVID-11, COVID-8, itt, -0.07843137299999992, False
0, COVID-12, GlobalWarming-6, emp, -0.07916666699999997, False
0, COVID-2, GlobalWarming-1, mem, 0.07936507900000045, False
0, COVID-12, COVID-3, int, -0.07936507900000045, False
0, GlobalWarming-4, GlobalWarming-1, emp, 0.07969639399999995, False
0, GlobalWarming-9, HousePrice-2, cft, 0.08015872999999996, False
0, COVID-11, HousePrice-8, cft, -0.08015872999999996, False
0, GlobalWarming-12, HousePrice-11, int, 0.08095238100000035, False
0, GlobalWarming-9, GlobalWarming-2, emp, 0.081133919, False
0, COVID-11, GlobalWarming-9, aes, 0.08253968199999928, False
0, GlobalWarming-5, GlobalWarming-2, mem, 0.08253968200000017, False
0, HousePrice-7, GlobalWarming-7, mem, -0.08333333299999968, False
0, HousePrice-11, GlobalWarming-4, int, 0.08333333299999968, False
0, HousePrice-11, GlobalWarming-10, int, 0.08333333299999968, False
0, HousePrice-12, GlobalWarming-4, int, -0.08333333299999968, False
0, HousePrice-12, GlobalWarming-10, int, -0.08333333299999968, False
0, GlobalWarming-5, HousePrice-1, aes, 0.08333333299999968, False
0, COVID-10, COVID-4, aes, -0.08333333299999968, False
0, COVID-10, GlobalWarming-4, aes, -0.08333333299999968, False
0, GlobalWarming-12, HousePrice-1, aes, 0.08333333299999968, False
0, HousePrice-12, COVID-10, aes, -0.08333333299999968, False
0, HousePrice-8, HousePrice-7, aes, 0.08333333300000056, False
0, COVID-11, COVID-5, aes, -0.08333333300000056, False
0, COVID-12, COVID-1, aes, 0.08333333300000056, False
0, COVID-11, COVID-2, cft, -0.08333333300000056, False
0, GlobalWarming-9, HousePrice-4, mem, -0.08333333399999976, False
0, HousePrice-11, GlobalWarming-11, mem, 0.08333333399999976, False
0, COVID-8, COVID-5, aes, 0.08333333399999976, False
0, COVID-10, COVID-4, cft, 0.08333333399999976, False
0, HousePrice-10, COVID-4, cft, 0.08333333399999976, False
0, HousePrice-11, COVID-4, int, -0.08333333400000065, False
0, HousePrice-6, COVID-4, aes, 0.08333333400000065, False
0, HousePrice-6, GlobalWarming-4, aes, 0.08333333400000065, False
0, GlobalWarming-9, GlobalWarming-2, aes, 0.08412698500000015, False
0, HousePrice-10, GlobalWarming-9, aes, -0.08412698500000015, False
0, GlobalWarming-11, GlobalWarming-8, cft, 0.08496732099999971, False
0, HousePrice-12, GlobalWarming-11, cft, -0.08496732099999971, False
0, HousePrice-9, HousePrice-1, cft, -0.08571428500000078, False
0, HousePrice-10, COVID-8, int, 0.08571428599999997, False
0, COVID-12, COVID-2, int, -0.08571428599999997, False
0, GlobalWarming-7, COVID-2, aes, 0.08571428599999997, False
0, GlobalWarming-9, COVID-9, cft, 0.08571428599999997, False
0, COVID-12, GlobalWarming-3, aes, 0.08585858600000051, False
0, COVID-6, GlobalWarming-3, tru, 0.08602150600000069, False
0, HousePrice-8, HousePrice-6, emp, -0.08602150600000069, False
0, HousePrice-10, GlobalWarming-9, emp, -0.08617424200000023, False
0, COVID-12, HousePrice-5, emp, 0.08627450899999989, False
0, COVID-12, GlobalWarming-11, cft, -0.08655462199999953, False
0, HousePrice-12, COVID-7, tru, -0.08823529399999952, False
0, GlobalWarming-10, COVID-7, tru, 0.08823529400000041, False
0, HousePrice-1, GlobalWarming-1, emp, -0.08823529400000041, False
0, HousePrice-4, HousePrice-2, itt, -0.08823529400000041, False
0, COVID-11, GlobalWarming-1, aes, -0.08888888900000058, False
0, COVID-10, COVID-8, tru, -0.08907562999999996, False
0, GlobalWarming-10, COVID-7, itt, -0.09007352899999965, False
0, GlobalWarming-5, HousePrice-1, itt, -0.09090909100000033, False
0, GlobalWarming-10, COVID-2, tru, -0.09159663899999959, False
0, HousePrice-8, COVID-3, tru, 0.09177489200000011, False
0, HousePrice-8, HousePrice-3, tru, 0.09177489200000011, False
0, COVID-6, COVID-3, itt, -0.09185606099999966, False
0, COVID-10, GlobalWarming-4, tru, -0.0926406919999998, False
0, COVID-4, COVID-2, emp, -0.09375, False
0, GlobalWarming-12, COVID-2, emp, 0.09375, False
0, COVID-3, GlobalWarming-2, cft, 0.09375, False
0, COVID-12, COVID-7, tru, -0.0947712420000002, False
0, GlobalWarming-9, HousePrice-5, emp, 0.09536541800000009, False
0, HousePrice-7, GlobalWarming-4, cft, 0.09663865499999957, False
0, HousePrice-9, GlobalWarming-4, emp, -0.0967741929999999, False
0, GlobalWarming-4, COVID-4, emp, -0.09677419399999998, False
0, COVID-12, COVID-3, tru, 0.09682539699999992, False
0, COVID-12, HousePrice-3, tru, 0.09682539699999992, False
0, GlobalWarming-8, COVID-4, tru, -0.09822361600000029, False
0, GlobalWarming-9, HousePrice-8, int, -0.09841269899999983, False
0, COVID-10, HousePrice-8, int, -0.09841269899999983, False
0, GlobalWarming-10, COVID-7, emp, -0.09848484800000001, False
0, GlobalWarming-6, HousePrice-3, emp, -0.09926470599999959, False
0, GlobalWarming-11, GlobalWarming-7, emp, -0.09962049299999975, False
0, HousePrice-8, COVID-7, tru, -0.09982174700000002, False
1, GlobalWarming-5, GlobalWarming-2, cft, -0.10069444400000016, False
1, HousePrice-11, COVID-1, mem, -0.10079365100000004, False
1, GlobalWarming-9, COVID-8, int, 0.10158730100000035, False
1, COVID-10, COVID-8, int, 0.10158730100000035, False
1, HousePrice-5, COVID-3, tru, -0.10252100800000008, False
1, HousePrice-5, HousePrice-3, tru, -0.10252100800000008, False
1, HousePrice-12, COVID-7, itt, -0.10267857100000022, False
1, HousePrice-12, COVID-7, emp, 0.10294117599999986, False
1, GlobalWarming-3, COVID-3, aes, 0.10303030299999971, False
1, HousePrice-12, COVID-3, tru, 0.1033613450000006, False
1, HousePrice-12, HousePrice-3, tru, 0.1033613450000006, False
1, GlobalWarming-8, HousePrice-3, emp, 0.10338680900000075, False
1, COVID-8, GlobalWarming-6, itt, -0.10338680900000075, False
1, COVID-6, GlobalWarming-2, emp, 0.1034155590000001, False
1, COVID-11, GlobalWarming-1, cft, -0.10353535299999983, False
1, GlobalWarming-3, HousePrice-2, emp, -0.10416666699999988, False
1, HousePrice-7, HousePrice-3, emp, 0.10436432600000067, False
1, HousePrice-12, COVID-7, int, -0.10476190400000007, False
1, COVID-11, HousePrice-3, itt, 0.10476190400000007, False
1, HousePrice-11, HousePrice-7, tru, 0.10504201699999971, False
1, HousePrice-8, COVID-8, emp, -0.10506912499999999, False
1, COVID-3, COVID-1, aes, -0.10555555599999966, False
1, HousePrice-7, GlobalWarming-1, aes, 0.10555555599999966, False
1, HousePrice-9, HousePrice-5, itt, -0.10620914999999975, False
1, GlobalWarming-7, GlobalWarming-4, itt, -0.1066176470000002, False
1, COVID-12, COVID-2, itt, 0.107007576, False
1, HousePrice-3, GlobalWarming-2, itt, 0.10735930799999949, False
1, GlobalWarming-8, GlobalWarming-1, itt, -0.10735930799999949, False
1, HousePrice-6, COVID-5, itt, -0.1078341009999999, False
1, GlobalWarming-6, HousePrice-3, mem, -0.10793650799999988, False
1, GlobalWarming-9, COVID-6, cft, 0.10793650799999988, False
1, COVID-10, COVID-8, emp, 0.10840336100000059, False
1, HousePrice-10, COVID-6, emp, -0.10845588200000034, False
1, COVID-6, COVID-4, tru, 0.10901001100000052, False
1, COVID-10, GlobalWarming-4, emp, -0.10910815899999982, False
1, GlobalWarming-12, HousePrice-5, mem, 0.10952381000000067, False
1, HousePrice-11, GlobalWarming-10, mem, 0.1111111109999996, False
1, GlobalWarming-11, COVID-4, int, 0.1111111109999996, False
1, HousePrice-11, HousePrice-7, int, 0.1111111109999996, False
1, COVID-10, HousePrice-8, aes, 0.1111111109999996, False
1, HousePrice-4, COVID-3, mem, -0.11111111100000004, False
1, COVID-11, HousePrice-3, mem, -0.11111111100000004, False
1, COVID-3, HousePrice-1, int, 0.11111111100000048, False
1, HousePrice-3, COVID-3, int, -0.11111111100000048, False
1, HousePrice-9, HousePrice-5, int, 0.11111111100000048, False
1, HousePrice-12, GlobalWarming-7, int, 0.11111111100000048, False
1, GlobalWarming-5, GlobalWarming-2, aes, -0.11111111100000048, False
1, HousePrice-8, COVID-8, aes, 0.11111111100000048, False
1, HousePrice-9, COVID-9, aes, 0.11111111100000048, False
1, HousePrice-10, GlobalWarming-5, aes, 0.11111111100000048, False
1, GlobalWarming-12, GlobalWarming-2, aes, -0.11111111100000048, False
1, GlobalWarming-12, HousePrice-10, aes, -0.11111111100000048, False
1, HousePrice-12, HousePrice-7, aes, 0.11111111100000048, False
1, COVID-8, HousePrice-5, cft, 0.11111111100000048, False
1, COVID-11, COVID-1, cft, -0.11111111100000048, False
1, HousePrice-4, GlobalWarming-3, mem, 0.11111111199999968, False
1, GlobalWarming-11, COVID-4, mem, -0.11111111199999968, False
1, GlobalWarming-9, GlobalWarming-7, int, -0.11111111199999968, False
1, COVID-10, GlobalWarming-7, int, -0.11111111199999968, False
1, HousePrice-7, COVID-5, aes, 0.11111111199999968, False
1, COVID-10, COVID-8, cft, 0.11111111199999968, False
1, HousePrice-10, COVID-8, cft, 0.11111111199999968, False
1, GlobalWarming-6, GlobalWarming-2, tru, -0.11189516099999963, False
1, GlobalWarming-11, COVID-1, cft, 0.11274509799999954, False
1, GlobalWarming-12, GlobalWarming-11, int, -0.11349206399999989, False
1, GlobalWarming-7, COVID-3, tru, -0.11428571399999932, False
1, GlobalWarming-7, HousePrice-3, tru, -0.11428571399999932, False
1, COVID-8, COVID-2, int, 0.1142857140000002, False
1, HousePrice-10, HousePrice-8, int, -0.1142857140000002, False
1, COVID-7, COVID-2, aes, 0.1142857140000002, False
1, HousePrice-8, HousePrice-1, cft, 0.1142857149999994, False
1, HousePrice-11, COVID-7, cft, 0.11428571500000029, False
1, GlobalWarming-10, GlobalWarming-2, aes, 0.11437908499999949, False
1, HousePrice-10, GlobalWarming-10, aes, -0.11437908499999949, False
1, GlobalWarming-2, HousePrice-1, cft, -0.1151785710000004, False
1, COVID-8, GlobalWarming-2, mem, -0.11746031800000001, False
1, COVID-2, HousePrice-1, int, 0.11746031800000001, False
1, HousePrice-3, COVID-2, int, -0.11746031800000001, False
1, COVID-7, COVID-5, int, -0.11746031800000001, False
1, COVID-2, HousePrice-1, cft, 0.11746031800000001, False
1, COVID-6, HousePrice-5, emp, 0.1176470580000002, False
1, HousePrice-9, COVID-7, tru, 0.11764705900000028, False
1, HousePrice-11, GlobalWarming-9, tru, 0.11764705900000028, False
1, HousePrice-11, GlobalWarming-10, tru, -0.11764705900000028, False
1, HousePrice-11, COVID-4, emp, 0.11764705900000028, False
1, GlobalWarming-7, GlobalWarming-4, cft, -0.11764705900000028, False
1, COVID-12, HousePrice-5, itt, -0.11868686800000017, False
1, HousePrice-11, GlobalWarming-1, int, 0.11904761899999983, False
1, HousePrice-9, COVID-2, itt, 0.11948529400000041, False
1, COVID-11, HousePrice-9, cft, 0.11984127000000022, False
1, GlobalWarming-11, GlobalWarming-1, cft, 0.1203208560000002, False
1, COVID-8, COVID-3, int, 0.12063492099999973, False
1, HousePrice-9, COVID-8, emp, 0.1207373270000005, False
1, GlobalWarming-9, GlobalWarming-3, cft, 0.1210084039999999, False
1, HousePrice-6, COVID-4, itt, -0.12118226599999993, False
1, GlobalWarming-8, HousePrice-1, tru, 0.12121212099999923, False
