db_type,chart_name_1,chart_name_2,diff,att,result,reason
main_comparison,HousePrice-11,HousePrice-2,2.944444445,aes,['HousePrice-11'],"['HousePrice-11 is visually appealing with a creative house-shaped graph, vibrant colors, and an engaging cityscape background. It effectively combines data visualization with storytelling elements, making it more aesthetically pleasing to ordinary viewers compared to the simpler, monochromatic bar chart in HousePrice-2.']"
main_comparison,GlobalWarming-7,COVID-3,2.944444444,mem,['GlobalWarming-7'],"['The global temperature change chart is more likely to be easily remembered due to its simple, clear design and striking upward trend. The single red line against a blue background creates a strong visual impact, making the message of rising temperatures over time more memorable than the complex, multi-colored map of vaccination rates.']"
main_comparison,HousePrice-11,GlobalWarming-6,2.938888889,aes,['HousePrice-11'],"['The HousePrice-11 chart is more visually appealing with its colorful design, clear layout, and engaging infographic elements. It uses a house shape, cityscape, and intuitive color coding to present data in an aesthetically pleasing and easily understandable manner.']"
main_comparison,GlobalWarming-3,COVID-1,-2.934126985,mem,['COVID-1'],"['The COVID-1 chart is simpler, with fewer elements and a clear visual hierarchy. Its bar graph format is easily understood and remembered, showing a straightforward comparison across regions for two related metrics. The GlobalWarming-3 chart, while informative, is more complex and potentially overwhelming for the average viewer.']"
main_comparison,GlobalWarming-9,COVID-1,-2.906349207,mem,['GlobalWarming-9'],"[""The first chart (GlobalWarming-9) is likely more memorable due to its colorful, visually engaging scatter plot design, clear title, and labeled key points. It presents complex data in an intuitive, spatial manner that's easier to recall than the basic bar charts in the second image.""]"
main_comparison,COVID-9,GlobalWarming-7,-2.8888888889999995,mem,['GlobalWarming-7'],"['The GlobalWarming-7 chart is likely more memorable due to its simple, clear design and striking upward trend. It presents a single, easily understood metric over time, making the key message of rising temperatures immediately apparent and memorable.']"
main_comparison,COVID-4,GlobalWarming-3,2.861111112,mem,['COVID-4'],"['The COVID-19 chart is likely more memorable due to its simpler design, clear color-coding, and familiar pie chart format. It presents fewer data points in a more visually striking manner, making it easier for viewers to recall key information.']"
main_comparison,HousePrice-7,COVID-3,2.861111111,mem,['HousePrice-7'],"[""The house price chart is more easily remembered due to its simple bar graph format, clear labeling, and striking visual of Turkey's high percentage. The COVID map, while informative, contains more complex data across multiple categories, making it harder to recall specific details.""]"
main_comparison,GlobalWarming-9,COVID-4,-2.833333334,mem,['COVID-4'],"['The COVID-4 chart is likely to be more easily remembered due to its simpler design, clear color-coding, and familiar pie chart format. It presents fewer data points in a more digestible manner compared to the complex scatter plot of GlobalWarming-9.']"
main_comparison,HousePrice-11,GlobalWarming-3,2.833333334,mem,['HousePrice-11'],"['The house price chart is more visually appealing and memorable due to its infographic style, clear timeline, and relatable context. It uses a house shape, color coding, and notable events to create a compelling narrative about home costs over time.']"
main_comparison,GlobalWarming-11,HousePrice-4,2.8293650790000004,aes,['GlobalWarming-11'],"['The first chart (GlobalWarming-11) is likely to be perceived as more aesthetically pleasing due to its vibrant color palette, intuitive icons, and clear visual representation of data trends. The second chart, while informative, uses a more subdued color scheme and may appear less visually engaging to the average viewer.']"
main_comparison,HousePrice-4,COVID-1,-2.823015873,mem,['HousePrice-4'],"['The HousePrice-4 chart is likely more memorable due to its colorful heatmap format, clear temporal trends, and comparison across multiple cities. The COVID-1 chart, while informative, uses a simpler bar graph format that may be less visually striking and harder to recall specific details from.']"
main_comparison,COVID-9,HousePrice-7,-2.805555556,mem,['HousePrice-7'],"['The house price chart is likely more memorable due to its simplicity, clear ranking, and use of country flags. It presents concise, easily digestible information about a relatable topic (housing prices) in a straightforward bar chart format.']"
main_comparison,HousePrice-11,GlobalWarming-9,2.805555556,mem,['HousePrice-11'],"['The house price chart is more visually striking and memorable due to its creative use of a house silhouette, clear timeline, and impactful historical events. Its focused topic and relatable subject matter make it easier for viewers to recall key information.']"
main_comparison,COVID-12,GlobalWarming-4,-2.7777777780000004,mem,['GlobalWarming-4'],"['The pie chart (GlobalWarming-4) is likely more easily remembered due to its simple, clear layout with distinct color-coded sections and straightforward percentages. The COVID-12 chart, while informative, contains more complex data and multiple overlapping lines, making it harder to recall specific details.']"
main_comparison,GlobalWarming-12,COVID-6,2.7714285720000005,mem,['GlobalWarming-12'],"['The first chart is more memorable due to its clear visual representation of temperature changes over time, striking color contrast, and the impactful ""melting Earth"" icon. Its single, focused message is easier to recall than the multiple pie charts in the second image.']"
main_comparison,HousePrice-4,COVID-4,-2.75,mem,['COVID-4'],"['The COVID-19 pie chart is likely more memorable due to its simpler design, clear color coding, and familiar topic. The house price chart, while informative, is more complex and requires more effort to interpret, potentially making it less easily remembered by ordinary persons.']"
main_comparison,GlobalWarming-11,GlobalWarming-3,2.75,mem,['GlobalWarming-11'],"['The first chart (GlobalWarming-11) is likely to be more easily remembered due to its clear visual representation of climate change impacts. It uses intuitive icons, color-coding, and simple numerical comparisons, making the information more accessible and memorable for ordinary viewers.']"
main_comparison,COVID-11,GlobalWarming-7,-2.75,mem,['GlobalWarming-7'],"['The GlobalWarming-7 chart is likely more memorable due to its simplicity, clear trend line, and striking visual impact. The stark upward trajectory of temperature change over time creates a powerful and easily recalled image, compared to the more complex, data-dense COVID-11 chart.']"
main_comparison,GlobalWarming-7,GlobalWarming-6,2.7468253969999994,mem,['GlobalWarming-7'],"['The first chart (GlobalWarming-7) is more likely to be easily remembered due to its simplicity, clear visual trend, and striking color contrast. It focuses on a single metric with a dramatic upward curve, making the message of global temperature increase more memorable and impactful.']"
main_comparison,GlobalWarming-10,GlobalWarming-3,2.722222223,mem,['GlobalWarming-10'],"['The first chart (GlobalWarming-10) is likely to be more easily remembered due to its clear visual representation of climate change perception across Europe using a color-coded map. The simple, geographically familiar layout and distinct color gradient make it more memorable than the complex line graphs in the second chart.']"
main_comparison,GlobalWarming-11,GlobalWarming-9,2.722222222,mem,['GlobalWarming-11'],"['The first chart (GlobalWarming-11) is likely to be more easily remembered due to its clear, colorful layout and use of intuitive icons representing each climate event. The visual comparison between 1960 and 2020 is straightforward and impactful, making the information more memorable for ordinary viewers.']"
main_comparison,HousePrice-11,HousePrice-4,2.722222222,mem,['HousePrice-11'],"['HousePrice-11 is more visually appealing and memorable due to its infographic style, use of a house silhouette, and clear timeline of events. It presents a compelling narrative of home price changes over time, making it easier for viewers to recall key information.']"
main_comparison,COVID-6,COVID-5,-2.7174603180000005,mem,['COVID-5'],"['The second chart (COVID-5) is likely to be more easily remembered due to its simpler design, clear title, and striking visual representation of the hospitalization rate trend. The single line graph with color gradient effectively highlights the dramatic increase, making it more memorable than the complex multi-pie chart layout of COVID-6.']"
main_comparison,COVID-3,COVID-1,-2.711904762,mem,['COVID-3'],"['The map visualization in COVID-3 is more visually striking and memorable due to its use of color-coding and familiar US map shape. It provides a clear geographical context, making it easier for viewers to relate to and remember the information presented.']"
main_comparison,GlobalWarming-3,HousePrice-1,-2.694444445,mem,['HousePrice-1'],"['The UK House Price Valuation Rainbow chart is more visually striking and intuitive. Its colorful design, clear labeling, and simple trend line make it easier to grasp and remember key information about house price trends over time.']"
main_comparison,GlobalWarming-10,GlobalWarming-9,2.694444445,mem,['GlobalWarming-10'],"['The first chart (GlobalWarming-10) is likely to be more easily remembered due to its clear, color-coded map of Europe, simple legend, and straightforward message about climate change perception. The visual representation of data on a familiar geographic layout makes it more intuitive and memorable for viewers.']"
main_comparison,HousePrice-8,GlobalWarming-7,-2.694444444,mem,['GlobalWarming-7'],"['The global temperature change chart is likely more memorable due to its simple, striking visual of a rising red line against a blue background. Its clear trend and longer time span make a stronger impression than the more complex house price map with multiple data points.']"
main_comparison,GlobalWarming-9,HousePrice-1,-2.6666666670000003,mem,['GlobalWarming-9'],"[""The first chart is more visually striking and memorable due to its colorful scatter plot design, clear regional grouping, and impactful title about climate risks. It presents complex data in an engaging, easy-to-grasp format that's likely to stick in viewers' minds.""]"
main_comparison,COVID-11,HousePrice-7,-2.666666667,mem,['HousePrice-7'],"['The HousePrice-7 chart is simpler, with a clear title, straightforward bar graph, and easily comparable data. It presents a single, focused message about house price increases across countries, making it more memorable for ordinary viewers.']"
main_comparison,HousePrice-7,GlobalWarming-6,2.663492064,mem,['HousePrice-7'],"['The house price chart is more easily remembered due to its simple bar graph format, clear title, and use of country flags. It presents fewer data points in a straightforward manner, making it more digestible and memorable for ordinary viewers.']"
main_comparison,GlobalWarming-11,HousePrice-2,2.662698413,aes,['GlobalWarming-11'],"['The first chart is more visually appealing with its colorful design, intuitive icons, and clear data presentation. It effectively uses color coding and imagery to convey information about climate events, making it more engaging and easier to understand at a glance.']"
main_comparison,COVID-6,HousePrice-5,-2.661904762,mem,['HousePrice-5'],"['The HousePrice-5 chart is likely more memorable due to its simpler design, clear labeling of key events (Housing Bubbles), and striking visual representation of price changes over time. The single-line graph is easier to follow and understand at a glance compared to the multiple pie charts in COVID-6.']"
main_comparison,GlobalWarming-11,GlobalWarming-6,2.657142857,aes,['GlobalWarming-11'],"['The first chart (GlobalWarming-11) is likely to be perceived as more aesthetically pleasing due to its vibrant color scheme, clear organization, and use of intuitive icons. It presents complex information in a visually engaging and easily digestible format, making it more appealing to ordinary viewers.']"
main_comparison,COVID-9,COVID-1,-2.656349207,mem,['COVID-9'],"[""The first chart (COVID-9) is more visually striking and memorable due to its colorful timeline representation, clear trends, and informative annotations. It tells a story of COVID-19's progression over time, making it more likely to be remembered compared to the static bar charts in COVID-1.""]"
main_comparison,GlobalWarming-4,HousePrice-2,2.6388888890000004,mem,['GlobalWarming-4'],"['The pie chart (GlobalWarming-4) is likely more memorable due to its simple, colorful design and clear categorization. The bar chart (HousePrice-2) is more complex, with multiple time periods and cities, making it harder to recall specific details.']"
main_comparison,HousePrice-6,HousePrice-4,2.6388888890000004,aes,['HousePrice-6'],"['HousePrice-6 is likely to be more aesthetically pleasing due to its use of a geographical map, vibrant color scheme, and clear visual representation of data changes over time. The layout is intuitive and engaging, making it easier for viewers to grasp the information quickly.']"
main_comparison,COVID-4,COVID-3,2.638888889,mem,['COVID-4'],"['The pie chart (COVID-4) is likely to be more easily remembered due to its simple, colorful design and clear presentation of data for different countries. The map (COVID-3), while informative, contains more complex information that may be harder to recall quickly.']"
main_comparison,GlobalWarming-7,HousePrice-3,2.6388888889999995,mem,['GlobalWarming-7'],"['The global temperature change chart is simpler, has a clear trend, and uses a striking color contrast. Its single line and straightforward message make it more memorable than the complex, multi-line house price indices chart with numerous countries and regions.']"
main_comparison,GlobalWarming-11,HousePrice-4,2.6388888880000003,mem,['GlobalWarming-11'],"['The first chart (GlobalWarming-11) is likely to be more easily remembered due to its clear visual metaphors, distinct color coding, and simple comparison between two time periods. The icons and color gradients make the information more engaging and intuitive to understand at a glance.']"
main_comparison,HousePrice-9,GlobalWarming-4,-2.6111111110000005,mem,['HousePrice-9'],"['The housing price chart is more memorable due to its historical timeline, multiple data series, and key events labeled. It tells a complex story visually, while the pie chart is simpler and more common, making it less distinctive in memory.']"
main_comparison,GlobalWarming-10,HousePrice-4,2.6111111110000005,mem,['GlobalWarming-10'],"['The GlobalWarming-10 chart is likely more memorable due to its clear geographical representation, striking color gradient, and simple message. The map format makes it easy to grasp regional differences at a glance, while the HousePrice-4 chart is more complex and requires more time to interpret.']"
main_comparison,GlobalWarming-8,HousePrice-4,2.6111111110000005,aes,['GlobalWarming-8'],"['The GlobalWarming-8 chart is likely to be perceived as more aesthetically pleasing due to its smooth, flowing design, harmonious color palette, and clear visual hierarchy. It effectively uses area to represent data, creating an engaging and intuitive visualization of CO2 emissions over time.']"
main_comparison,HousePrice-8,HousePrice-7,-2.611111111,mem,['HousePrice-8'],"['HousePrice-8 is more memorable due to its visual map component, color-coding, and comprehensive data presentation. It provides a geographical context and covers more countries, making it easier for viewers to recall the information and relate it to specific regions.']"
main_comparison,HousePrice-11,COVID-3,2.611111111,mem,['HousePrice-11'],"['The house price chart is more visually engaging and memorable due to its creative design, use of a house silhouette, colorful elements, and clear timeline of events. It tells a story of housing costs over time, making it easier to recall key information compared to the more complex map of vaccination rates.']"
main_comparison,COVID-9,COVID-4,-2.583333334,mem,['COVID-9'],"['The first chart (COVID-9) is likely to be more easily remembered due to its unique visual representation of data over time, clear color coding, and distinct pattern changes. It tells a story of COVID-19 case evolution across countries, making it more engaging and memorable than the static pie chart in COVID-4.']"
main_comparison,HousePrice-4,HousePrice-1,-2.583333333000001,mem,['HousePrice-1'],"['The UK House Price Valuation Rainbow chart is likely to be more easily remembered due to its vibrant color scheme, clear trend line, and intuitive representation of price ranges over time. The visual metaphor of a ""rainbow"" makes the concept more relatable and memorable to viewers.']"
main_comparison,HousePrice-7,HousePrice-3,2.555555556,mem,['HousePrice-7'],"[""HousePrice-7 is more easily remembered due to its simple bar chart format, clear labeling, and focus on a single year's data. It presents fewer countries with distinct percentages, making it easier to recall key information compared to the complex, multi-line graphs in HousePrice-3.""]"
main_comparison,HousePrice-11,COVID-9,2.555555556,mem,['HousePrice-11'],"['The house price chart is likely more memorable due to its visually appealing design, clear timeline, and relatable topic. It uses a house-shaped graph, iconic events, and contrasting colors to make the information more engaging and easier to recall.']"
main_comparison,HousePrice-4,COVID-4,-2.555555555,aes,['COVID-4'],"['The COVID-4 chart is likely to be perceived as more aesthetically pleasing due to its vibrant color scheme, clean pie chart design, and visually interesting background image. The HousePrice-4 chart, while informative, uses a more muted color palette and dense grid layout that may be less visually appealing to ordinary viewers.']"
main_comparison,HousePrice-4,GlobalWarming-4,-2.555555555,aes,['HousePrice-4'],"['The HousePrice-4 chart is likely to be perceived as more aesthetically pleasing due to its colorful heatmap design, clear labeling, and effective use of color gradients to convey information. It presents complex data in a visually engaging and easy-to-understand format.']"
main_comparison,COVID-7,GlobalWarming-3,2.5341269849999994,mem,['COVID-7'],"['The COVID-19 chart is likely more memorable due to its clear title, simple two-line comparison, and striking visual contrast between US and EU trends. The global warming chart, while informative, is more complex with multiple overlapping lines, making it harder to quickly grasp and remember.']"
main_comparison,HousePrice-10,GlobalWarming-3,2.5341269849999994,mem,['HousePrice-10'],"['The house price chart is likely more memorable due to its striking visual design, clear title, and dramatic price fluctuations. The single line graph with distinct color and background image creates a stronger visual impact compared to the more complex multi-line temperature chart.']"
main_comparison,GlobalWarming-11,COVID-3,2.5277777770000003,mem,['GlobalWarming-11'],"['The GlobalWarming-11 chart is likely more memorable due to its vibrant colors, clear icons, and simple comparison structure. It presents a clear message about climate change impacts over time, using familiar symbols that are easy to recall. The COVID-3 map, while informative, contains more complex data that may be harder to remember in detail.']"
main_comparison,COVID-11,COVID-1,-2.517460318,mem,['COVID-11'],"['The first chart (COVID-11) is more visually engaging and memorable due to its use of a map, color-coding, and multiple data representation methods. It provides a clear geographical context and uses both size and color to convey information, making it easier to remember key details about vaccine distribution in Canada.']"
main_comparison,GlobalWarming-6,COVID-1,-2.514285715,mem,['COVID-1'],"['The COVID-1 chart is likely more easily remembered due to its simpler design, clear bar graph format, and familiar topic. It presents fewer data points in a more straightforward manner compared to the complex, multi-graph layout of GlobalWarming-6.']"
main_comparison,HousePrice-11,HousePrice-4,2.514285715,cft,['HousePrice-11'],"['The first chart (HousePrice-11) is likely to be more comfortable for ordinary persons due to its clear visual narrative, familiar line graph format, and relatable context of home prices over time. It uses an engaging house-shaped design and includes historical events, making it more accessible and informative for a general audience.']"
main_comparison,GlobalWarming-9,COVID-7,-2.5063492069999995,mem,['COVID-7'],"['The COVID-7 chart is likely more memorable due to its clear timeline, distinct color-coded lines, and dramatic peaks that tell a compelling story of case fluctuations. The simpler two-variable comparison is easier to grasp and remember than the complex scatter plot in GlobalWarming-9.']"
main_comparison,HousePrice-10,GlobalWarming-9,2.5063492069999995,mem,['GlobalWarming-9'],"['The GlobalWarming-9 chart is likely more memorable due to its colorful, visually striking scatter plot design. It presents clear patterns across continents and effectively illustrates the relationship between population growth and climate vulnerability, making it more engaging and easier to recall.']"
main_comparison,GlobalWarming-10,COVID-3,2.5000000000000004,mem,['GlobalWarming-10'],"['The GlobalWarming-10 chart is likely more memorable due to its clear color gradient, familiar European map shape, and simple message. The COVID-3 chart, while informative, has a more complex legend and less intuitive color scheme, making it harder to recall quickly.']"
main_comparison,GlobalWarming-8,HousePrice-4,2.5000000000000004,int,['GlobalWarming-8'],"['The CO2 emissions chart is likely to be more interesting to ordinary persons due to its global relevance, clear visualization of long-term trends, and the dramatic increase shown. It effectively illustrates a critical environmental issue that affects everyone, making it more engaging and thought-provoking than the localized housing price data.']"
main_comparison,HousePrice-6,HousePrice-2,2.472222223,aes,['HousePrice-6'],"['The first chart (HousePrice-6) is likely to be perceived as more aesthetically pleasing due to its use of color, clear geographical representation, and comparison of two time periods. It offers a more visually engaging and informative experience compared to the simpler bar graph in HousePrice-2.']"
main_comparison,COVID-3,HousePrice-1,-2.4722222220000005,mem,['COVID-3'],"['The COVID-19 vaccination map is more easily remembered due to its familiar US map layout, clear color-coding, and geographically relevant data. The house price chart, while informative, has more complex data layers and requires more effort to interpret and recall.']"
main_comparison,GlobalWarming-11,COVID-9,2.472222222,mem,['GlobalWarming-11'],"['The GlobalWarming-11 chart is likely more memorable due to its clear, colorful layout and use of intuitive icons representing each climate event. The comparison between 1960 and 2020 is straightforward, making the information easy to grasp and retain. In contrast, the COVID-19 chart is more complex and data-dense, potentially overwhelming viewers.']"
main_comparison,COVID-10,HousePrice-4,2.472222222,aes,['HousePrice-4'],"['The HousePrice-4 chart is likely to be perceived as more aesthetically pleasing due to its vibrant color scheme, clear organization by region and time, and effective use of a heatmap to convey information. The COVID-10 chart, while informative, has a less visually appealing color gradient and simpler design.']"
main_comparison,COVID-12,GlobalWarming-7,-2.472222222,mem,['GlobalWarming-7'],"['The GlobalWarming-7 chart is likely more memorable due to its simplicity, clear trend, and striking visual impact. The single red line against a blue background creates a strong contrast, making the upward temperature trend easily recognizable and unforgettable.']"
main_comparison,HousePrice-6,GlobalWarming-6,2.466666667,aes,['HousePrice-6'],"['The HousePrice-6 chart is more visually appealing with its colorful map layout, clear legend, and comparison between two time periods. It presents complex data in an easily digestible format, making it more aesthetically pleasing to ordinary viewers.']"
main_comparison,HousePrice-8,COVID-1,-2.461904762,mem,['HousePrice-8'],"['The house price chart is more visually engaging and memorable due to its colorful map, clear labeling, and intuitive color-coding. It presents data in both bar chart and geographical formats, making it easier to recall specific countries and their price changes.']"
main_comparison,GlobalWarming-10,COVID-9,2.444444445,mem,['GlobalWarming-10'],"['The climate change map is visually striking, using a simple color gradient to convey information across recognizable country shapes. Its clear title and focused message make it more memorable than the complex, data-dense COVID-19 chart.']"
main_comparison,GlobalWarming-8,HousePrice-2,2.444444445,aes,['GlobalWarming-8'],"['The first chart (GlobalWarming-8) is more visually appealing due to its smooth color gradient, clear labeling, and effective use of area to show data trends over time. The second chart (HousePrice-2) is less aesthetically pleasing with its monochrome design and cluttered appearance.']"
main_comparison,COVID-11,COVID-4,-2.444444445,mem,['COVID-4'],"['The second chart (COVID-4) is likely to be more easily remembered due to its simpler design, clear title, and use of a familiar pie chart format. It presents fewer data points in a visually striking way, making it easier for viewers to recall key information about infection rates across countries.']"
main_comparison,GlobalWarming-6,COVID-4,-2.441269842,mem,['COVID-4'],"['The COVID-4 chart is likely more easily remembered due to its simple pie chart format, vibrant colors, and clear labeling. It presents fewer data points in a more visually striking manner compared to the complex, multi-graph format of GlobalWarming-6.']"
main_comparison,HousePrice-12,COVID-6,2.43968254,mem,['HousePrice-12'],"['The HousePrice-12 chart is more visually engaging and memorable due to its use of iconography, color contrast, and storytelling elements. It presents a clear narrative about housing affordability over time, using relatable imagery like a house and balance scale, making it easier for viewers to connect with and remember the information.']"
main_comparison,GlobalWarming-8,GlobalWarming-6,2.438888889,aes,['GlobalWarming-8'],"['GlobalWarming-8 is more aesthetically pleasing due to its clean design, smooth color gradient, and clear data representation. It uses an appealing color scheme and effectively illustrates CO2 emissions trends over time, making it visually engaging and easy to understand.']"
main_comparison,COVID-5,COVID-1,2.434640523,tru,['COVID-5'],"['The first chart (COVID-5) appears more trustworthy due to its official source (CDC), detailed timeline, clear labeling, and smooth data trend. The second chart (COVID-1) lacks source information and has less detailed axes, potentially reducing perceived trustworthiness.']"
main_comparison,COVID-7,HousePrice-4,2.429365079,aes,['HousePrice-4'],"['The HousePrice-4 chart is visually more appealing due to its color-coded heatmap format, which allows for quick and intuitive understanding of trends across multiple regions over time. Its clean layout and effective use of color gradients make it more aesthetically pleasing than the line graph in COVID-7.']"
